Title,Rooms,Price,Size,Type,Year,Location
4H 120m² Pirkankatu 11 Tornio,4H,189000,120,Omakotitalo,1959,Lappi
Helsinki Merihaka Haapaniemenkatu 16 1hkk 1h kk,1H,229000,33,Kerrostalo,1974,Uusimaa
2H 49m² Marssitie 11 Lappeenranta,2H,198000,49,Kerrostalo,2008,Etelä-Karjala
2H 60m² Ampujantie 38 B Laihia,2H,53000,60,Rivitalo,1990,Pohjanmaa
4H 94m² Aallonhalkoja 3 F 48 Helsinki,4H,856000,94,Kerrostalo,2020,Uusimaa
2H 54m² Einar Ilmonin tie 2 A 5 Kangasala,2H,237000,54,Kerrostalo,2021,Pirkanmaa
5H 99m² Pohjanmäentie 36 Iitti,5H,178000,99,Omakotitalo,1993,Päijät-Häme
7H 144m² Vähäniemenkatu 28 Tampere,7H,409000,144,Omakotitalo,1964,Pirkanmaa
6H 257m² Kaivantotie 22 Porvoo,6H,695000,257,Omakotitalo,1985,Uusimaa
2H 61m² Hillapolku 5 Rovaniemi,2H,33000,61,Kerrostalo,1973,Lappi
Riihimäki Koivistonmäki Puistikko 11 3hkkphswc,3H,270000,68,Kerrostalo,2023,Kanta-Häme
2H 425m² Kauppakatu 39 B Joensuu,2H,99000,42,Kerrostalo,1963,Pohjois-Karjala
6H 193m² Linnansuontie 6 Imatra,6H,164000,193,Omakotitalo,1968,Etelä-Karjala
2H 545m² Karvalaukunkuja 1 IMATRA,2H,30900,54,Kerrostalo,1973,Etelä-Karjala
2H 545m² Uittomiehentie 17 Rovaniemi,2H,89000,54,Kerrostalo,1998,Lappi
5H 103m² Koppelotie 9 Oulu,5H,349000,103,Omakotitalo,1984,Pohjois-Pohjanmaa
7H 221m² Jonkkustentie 2 Masku,7H,369000,221,Omakotitalo,1990,Varsinais-Suomi
4H 1188m² Sestojankuja 2 Varkaus,4H,88000,118,Omakotitalo,1978,Pohjois-Savo
4H 161m² Käköläntie 191 Naantali,4H,284000,161,Omakotitalo,1995,Varsinais-Suomi
3H 745m² Satulakuja 4 E Vantaa,3H,115000,74,Kerrostalo,1979,Uusimaa
4H 95m² Vaaralankulma 20 Vantaa,4H,34288,95,Rivitalo,1996,Uusimaa
4H 94m² Kyntäjäntie 28 Kitee,4H,76000,94,Omakotitalo,1982,Pohjois-Karjala
4H 99m² Rantarinne 3 A Oulu,4H,368000,99,Omakotitalo,2022,Pohjois-Pohjanmaa
6H 240m² Koistisentie 3 Ilomantsi,6H,28000,240,Omakotitalo,1960,Pohjois-Karjala
6H 123m² Martantie 20 Porvoo,6H,289500,123,Kerrostalo,1967,Uusimaa
4H 104m² Keskiyöntie 3 Espoo,4H,375000,104,Rivitalo,1980,Uusimaa
4H 116m² Hämeenpuisto 33 B Tampere,4H,520000,116,Kerrostalo,1956,Pirkanmaa
4H 118m² Ratapolku 8 Lempäälä,4H,224000,118,Omakotitalo,1957,Pirkanmaa
2H 58m² Paatsamankuja 2 F Kangasala,2H,75000,58,Kerrostalo,1973,Pirkanmaa
2H 47m² Varppaaja 3 A Jyväskylä,2H,169000,47,Kerrostalo,1999,Keski-Suomi
1H 30m² Puutarhakatu 1113 C Turku,1H,145000,30,Kerrostalo,1956,Varsinais-Suomi
Vantaa ItäHakkila Metsomäentie 5 4havoksaunak,4H,295000,93,Rivitalo,1987,Uusimaa
Lahti Kaukkari Neulaskatu 2 45h vh k kph s2x,5H,208000,109,Omakotitalo,1984,Päijät-Häme
1H 385m² Martikaisentie 12 A Jyväskylä,1H,79000,38,Rivitalo,1988,Keski-Suomi
Helsinki Alppiharju Josafatinkatu 13 1hkk ikkw,1H,158000,19,Kerrostalo,1939,Uusimaa
Lahti Ahtiala Auerkatu 2 3h k wc kph s laste,3H,179000,70,Rivitalo,2011,Päijät-Häme
3H 174m² Kunnanrannantie 14 Savitaipale,3H,599000,174,Omakotitalo,2013,Etelä-Karjala
2H 60m² Jalustinkatu 7 B Turku,2H,105000,60,Kerrostalo,1976,Varsinais-Suomi
5H 233m² Gunillankuja 5 Hamina,5H,1987654,233,Omakotitalo,2012,Kymenlaakso
6H 235m² Kokkokallionrinne 1 Vantaa,6H,519000,235,Omakotitalo,1994,Uusimaa
2H 59m² Rasinrinne 13 Vantaa,2H,93500,59,Kerrostalo,1975,Uusimaa
3H 70m² Koulukatu 9 Turku,3H,248000,70,Kerrostalo,1961,Varsinais-Suomi
5H 187m² Tuomponraitti 18 Hamina,5H,495000,187,Omakotitalo,2003,Kymenlaakso
2H 42m² Rastilipuntie 5 C Joensuu,2H,120000,42,Luhtitalo,2019,Pohjois-Karjala
4H 134m² Kilomäentie 15 Imatra,4H,234000,134,Omakotitalo,2000,Etelä-Karjala
Kerava Keskusta Kauppakaari 12 1h kt kph lasite,1H,159000,31,Kerrostalo,2019,Uusimaa
2H 71m² Stålarminkatu 34 F Turku,2H,219000,71,Rivitalo,1941,Varsinais-Suomi
2H 44m² Sairashuoneenkatu 18 A Turku,2H,265000,44,Rivitalo,1886,Varsinais-Suomi
3H 80m² Niskapietiläntie 49 Imatra,3H,45000,80,Kerrostalo,1937,Etelä-Karjala
3H 70m² Marjapolku 6 E 15 Kouvola,3H,89000,70,Rivitalo,1988,Kymenlaakso
3H 72m² Hernekallionkatu 31 Imatra,3H,49000,72,Omakotitalo,1961,Etelä-Karjala
3H 74m² Jyvätie 2 B Seinäjoki,3H,118000,74,Rivitalo,1980,Etelä-Pohjanmaa
4H 96m² Norppatie 9 Espoo,4H,34408,96,Rivitalo,1997,Uusimaa
2H 435m² Kahvipavunkuja 2 B Helsinki,2H,292000,43,Kerrostalo,2019,Uusimaa
2H 535m² Hakekatu 2 Oulu,2H,15989,53,Kerrostalo,1997,Pohjois-Pohjanmaa
Hyvinkää Kirjavatolppa Puolimatkankatu 15 2hkts,2H,147000,62,Rivitalo,1986,Uusimaa
2H 57m² Kuusistonkatu 33 Valkeakoski,2H,62500,57,Kerrostalo,1974,Pirkanmaa
3H 825m² Telttakuja 3 D Helsinki,3H,54150,82,Kerrostalo,2014,Uusimaa
1H 375m² Maalinauhantie 21 Vantaa,1H,23618,37,Kerrostalo,2019,Uusimaa
5H 138m² Huhdanpolku 3 Nurmijärvi,5H,265000,138,Omakotitalo,1974,Uusimaa
3H 226m² Lahtelantie 51 Laikko,3H,370000,226,Omakotitalo,2010,Etelä-Karjala
3H 90m² Kesätie 3 Pietarsaari,3H,93000,90,Omakotitalo,1949,Pohjanmaa
5H 162m² Hongikkotie 6 Pori,5H,288000,162,Omakotitalo,1993,Satakunta
3H 89m² Linnankatu 5 A 1 Helsinki,3H,649000,89,Kerrostalo,1906,Uusimaa
3H 71m² Suopuistonpolku 1 B Pori,3H,55000,71,Kerrostalo,1974,Satakunta
6H 157m² Koverontie 117 Mäntsälä,6H,346000,157,Omakotitalo,2008,Uusimaa
3H 75m² Kymenraitti 8 Lappeenranta,3H,225000,75,Kerrostalo,2005,Etelä-Karjala
2H 44m² Taivaskalliontie 4 a Helsinki,2H,265000,44,Kerrostalo,1939,Uusimaa
5H 131m² Munkkisaarenpolku 14 Kotka,5H,169500,131,Omakotitalo,1952,Kymenlaakso
2H 42m² Snellmaninkatu 6 B Äänekoski,2H,35000,42,Kerrostalo,1976,Keski-Suomi
2H 51m² Kylmäojantie 15 B Vantaa,2H,159000,51,Rivitalo,1992,Uusimaa
2H 46m² Kisakuja 8 Nurmijärvi,2H,220000,46,Kerrostalo,2018,Uusimaa
2H 465m² Yrjönkatu 14 B Jyväskylä,2H,169000,46,Kerrostalo,1999,Keski-Suomi
Jyväskylä MäkiMatti Keskikatu 14 2hk,2H,117500,48,Kerrostalo,1957,Keski-Suomi
4H 85m² Kiveläntie 4 Lohja,4H,35458,85,Rivitalo,2012,Uusimaa
3H 66m² Tuomarilanrinne 1 Espoo,3H,39734,66,Kerrostalo,2010,Uusimaa
4H 120m² Heimbackankuja 2 Pedersöre,4H,214000,120,Omakotitalo,1952,Pohjanmaa
3H 75m² Joulumerkintie 6 Oulu,3H,179500,75,Rivitalo,1985,Pohjois-Pohjanmaa
2H 515m² Lepinkäisenkatu 6 Lahti,2H,23554,51,Kerrostalo,2018,Päijät-Häme
Helsinki Pasila Jarrumiehenkatu 2 3h k lasitettu,3H,359000,61,Kerrostalo,1976,Uusimaa
Pori Lavia Hämäläisentie 4 5hkkhhvh 2 wc ja er,5H,119000,114,Omakotitalo,1990,Satakunta
2H 47m² Kaironkatu 4 c Helsinki,2H,293000,47,Kerrostalo,1954,Uusimaa
4H 125m² Välskärintie 1 Joensuu,4H,94000,125,Omakotitalo,1969,Pohjois-Karjala
2H 58m² Opintie 39 A Parikkala,2H,37000,58,Kerrostalo,1990,Etelä-Karjala
4H 105m² Vuonilantie 4 Siikalatva,4H,64000,105,Omakotitalo,1982,Pohjois-Pohjanmaa
4H 114m² Matinkuja 5 Lapinlahti,4H,65000,114,Omakotitalo,1972,Pohjois-Savo
5H 129m² Vävypojanpolku 2 Jyväskylä,5H,329000,129,Rivitalo,2023,Keski-Suomi
4H 93m² Ristiniementie 16 Espoo,4H,32674,93,Rivitalo,1997,Uusimaa
2H 459m² Hämeenpuisto 37 A Tampere,2H,224800,45,Kerrostalo,1938,Pirkanmaa
3H 65m² Kalakukonkatu 2 E Kuopio,3H,169500,65,Luhtitalo,2016,Pohjois-Savo
2H 515m² Keponkatu 9 A Seinäjoki,2H,82000,51,Luhtitalo,1984,Etelä-Pohjanmaa
2H 56m² Tiittalantie 8 B Kitee,2H,29500,56,Rivitalo,1975,Pohjois-Karjala
2H 475m² Aleksis Kiven katu 19 A Helsinki,2H,420000,47,Kerrostalo,2017,Uusimaa
4H 90m² Marssilaulu 1 A4 Oulu,4H,259200,90,Rivitalo,2022,Pohjois-Pohjanmaa
Helsinki Tapanila Jäkälätie 2 2hKK,2H,218000,51,Kerrostalo,1966,Uusimaa
4H 99m² Marssilaulu 1 A5 Oulu,4H,277200,99,Rivitalo,2022,Pohjois-Pohjanmaa
3H 59m² Horninkatu 13 C Salo,3H,129800,59,Kerrostalo,1957,Varsinais-Suomi
Helsinki Malmi Anianpellontie 17 3hks,3H,228000,73,Kerrostalo,1985,Uusimaa
2H 61m² Ilmaristentie 4 B Vehmaa,2H,64500,61,Kerrostalo,1967,Varsinais-Suomi
3H 72m² Kenttämarssi 1 Oulu,3H,225000,72,Luhtitalo,2022,Pohjois-Pohjanmaa
3H 61m² Wolter Ramsayn katu LAHTI,3H,203000,61,Kerrostalo,2018,Päijät-Häme
3H 57m² Vaahtokuja 6 E Vantaa,3H,219000,57,Kerrostalo,1969,Uusimaa
1H 22m² Kirkkojärventie 6 A Kangasala,1H,89500,22,Kerrostalo,2019,Pirkanmaa
Helsinki Oulunkylä Mäkitorpantie 22 2h k kph vh,2H,248000,55,Kerrostalo,1965,Uusimaa
3H 66m² Kesälahdentie 21 Savonlinna,3H,27000,66,Rivitalo,1968,Etelä-Savo
2H 45m² Ahlströminkatu 8 B Varkaus,2H,24500,45,Kerrostalo,1952,Pohjois-Savo
4H 158m² Kemintie 23 Tornio,4H,275000,158,Omakotitalo,1990,Lappi
4H 104m² Tilhentie 8 Vaasa,4H,89000,104,Omakotitalo,1982,Pohjanmaa
2H 41m² Visakoivunkuja 7 A11 Jyväskylä,2H,134000,41,Kerrostalo,2018,Keski-Suomi
Espoo Viherlaakso Kuusiniementie 21 1hktlasitpa,1H,189000,28,Kerrostalo,2019,Uusimaa
Rovaniemi Norvajärvi Lismanpisto 31 5h k khh s,5H,349000,144,Omakotitalo,2015,Lappi
4H 835m² Henrik Lättiläisen katu 3 Helsinki,4H,52559,83,Rivitalo,2013,Uusimaa
6H 107m² Hirvenkatu 3 as 2 Salo,6H,99500,107,Rivitalo,1977,Varsinais-Suomi
6H 251m² Sadekuja 5 Imatra,6H,469000,251,Omakotitalo,2012,Etelä-Karjala
1H 27m² Jousenkaari 9 B Espoo,1H,195000,27,Kerrostalo,1959,Uusimaa
3H 77m² Kaitaistentie 4 Turku,3H,132000,77,Kerrostalo,1974,Varsinais-Suomi
2H 47m² Lahnatie 14 A Oulu,2H,109900,47,Rivitalo,1986,Pohjois-Pohjanmaa
Lahti Sopenkorpi Kirveskatu 6 3h k kph vh p,3H,79500,79,Kerrostalo,1979,Päijät-Häme
2H 44m² Orioninkatu 2 A Helsinki,2H,284000,44,Kerrostalo,1957,Uusimaa
Helsinki Ruskeasuo Kiskontie 8 2havokkphp YJ,2H,318000,43,Kerrostalo,1950,Uusimaa
3H 75m² Viilatehtaankatu 6 A Akaa,3H,175000,75,Rivitalo,2011,Pirkanmaa
Järvenpää Kinnari Pykälistöntie 27 3hks,3H,198000,76,Rivitalo,1989,Uusimaa
Hyvinkää Kirjavatolppa Rauhankatu 29 4HKS,4H,383000,86,Rivitalo,2022,Uusimaa
1H 31m² Ollikkalankatu 4 B Salo,1H,29500,31,Luhtitalo,1954,Varsinais-Suomi
4H 855m² Honkatie 20 H Kokkola,4H,85000,85,Rivitalo,1965,Keski-Pohjanmaa
3H 935m² Purotie 3 H Helsinki,3H,559000,93,Kerrostalo,2009,Uusimaa
3H 755m² Katajahaantie 10 Laihia,3H,82000,75,Rivitalo,1986,Pohjanmaa
3H 79m² Muhuntie 1 Kirkkonummi,3H,42734,79,Rivitalo,2013,Uusimaa
3H 805m² Maarukankuja 9 Vantaa,3H,29972,80,Rivitalo,2001,Uusimaa
3H 755m² Sammakkolammentie 1 A Kuopio,3H,59000,75,Kerrostalo,1972,Pohjois-Savo
2H 45m² Tykkitienkatu 6 Tampere,2H,21183,45,Kerrostalo,2014,Pirkanmaa
Hyvinkää Vehkoja Kaskentie 4 3h  k,3H,95000,76,Kerrostalo,1984,Uusimaa
Espoo Tapiola Sammonsilta 5 2h kt kh parveke,2H,429000,46,Kerrostalo,2020,Uusimaa
Espoo OlariPuolarmetsä Keelkorvenkuja 7 2hkt,2H,287300,48,Kerrostalo,2022,Uusimaa
2H 57m² Sammontie 8 Nurmijärvi,2H,53500,57,Kerrostalo,1971,Uusimaa
3H 67m² Vironkatu 12 B Helsinki,3H,600000,67,Kerrostalo,1907,Uusimaa
1H 34m² Allinkatu 6 Iisalmi,1H,34000,34,Rivitalo,1981,Pohjois-Savo
2H 39m² Koulukatu 1517 B Vaasa,2H,165000,39,Kerrostalo,1968,Pohjanmaa
4H 143m² Torikatu 7 B Oulu,4H,590000,143,Kerrostalo,1928,Pohjois-Pohjanmaa
1H 26m² Valtimotie 3 A Vantaa,1H,132900,26,Kerrostalo,2018,Uusimaa
4H 100m² Kalervonkatu 19 Lappeenranta,4H,115000,100,Omakotitalo,1952,Etelä-Karjala
Vantaa Kuninkaanmäki Vanha Porvoontie 288 5hkkhh,5H,548000,137,Omakotitalo,2021,Uusimaa
5H 117m² Kortelahdenkatu 7 B Tampere,5H,490000,117,Kerrostalo,1988,Pirkanmaa
4H 92m² Kokinmäki 1 Riihimäki,4H,134000,92,Kerrostalo,1972,Kanta-Häme
2H 50m² Happotie 6 Lappeenranta,2H,63000,50,Kerrostalo,1964,Etelä-Karjala
4H 134m² Tavastilantie 19 Mynämäki,4H,165000,134,Omakotitalo,1976,Varsinais-Suomi
1H 37m² Saratie 7 B Lappeenranta,1H,38000,37,Kerrostalo,1969,Etelä-Karjala
Helsinki Tapaninkylä Yrttimaankuja 3 3h k rt kp,3H,278000,80,Rivitalo,1988,Uusimaa
3H 78m² Mallaskatu 14 Kaarina,3H,34225,78,Kerrostalo,2014,Varsinais-Suomi
3H 625m² Lauttasaarentie 52 Helsinki,3H,525000,62,Kerrostalo,2017,Uusimaa
Vantaa Myyrmäki Piikuja 3 3hksparv,3H,222000,75,Kerrostalo,1990,Uusimaa
3H 76m² Paulintie 2 A Mustasaari,3H,149000,76,Kerrostalo,1991,Pohjanmaa
4H 119m² Nummenkulmantie 33 Lieto,4H,158000,119,Omakotitalo,1953,Varsinais-Suomi
7H 164m² Jorvaksenkuja 1 Loviisa,7H,284000,164,Omakotitalo,2007,Uusimaa
3H 785m² Lummetie 3 D Vantaa,3H,220900,78,Kerrostalo,1984,Uusimaa
3H 104m² Ailintie 2 C Keminmaa,3H,199000,104,Rivitalo,2013,Lappi
3H 765m² Aakkulantie 17 Kangasala,3H,31052,76,Rivitalo,2010,Pirkanmaa
Helsinki Viikki Proviisorinraitti 5 4h k kph s,4H,419000,89,Kerrostalo,2014,Uusimaa
5H 105m² Mobergintie 32 Masku,5H,189000,105,Omakotitalo,1984,Varsinais-Suomi
2H 56m² Naissaarentie 7 Kirkkonummi,2H,25239,56,Luhtitalo,2007,Uusimaa
4H 124m² Nenärengas 8 Lieto,4H,399000,124,Omakotitalo,2018,Varsinais-Suomi
2H 52m² Yliopistonkatu 40 A Jyväskylä,2H,249000,52,Kerrostalo,2019,Keski-Suomi
Kouvola Elimäki Mettäläntie 8 2h k sauna psh e,2H,58000,60,Rivitalo,1985,Kymenlaakso
2H 56m² Korkeemäenkatu 26 A Nokia,2H,115000,56,Kerrostalo,1990,Pirkanmaa
2H 46m² Konttilukinkatu 15 A Siivekkeenkatu 1 B,2H,31759,46,Kerrostalo,2020,Pirkanmaa
3H 675m² Haapaniemenrinne 2 Espoo,3H,28825,67,Kerrostalo,2005,Uusimaa
2H 66m² Tappikatu 2 C Kaarina,2H,142000,66,Kerrostalo,1991,Varsinais-Suomi
3H 70m² Postimestarintie 10 A Oulu,3H,107000,70,Kerrostalo,1989,Pohjois-Pohjanmaa
1H 31m² Arholankuja 2 B Naantali,1H,79800,31,Kerrostalo,1973,Varsinais-Suomi
2H 40m² Pitkäkatu 51 B Vaasa,2H,196000,40,Kerrostalo,2015,Pohjanmaa
3H 70m² Koivistonluodontie 11 Pori,3H,85000,70,Rivitalo,1982,Satakunta
Tuusula Kellokoski Tähkäpää 17 A 2havokskphter,2H,289000,60,Omakotitalo,2020,Uusimaa
2H 425m² Pyhän Katariinan tie 8 c Kaarina,2H,179500,42,Kerrostalo,2019,Varsinais-Suomi
Helsinki TakaTöölö Linnankoskenkatu 10 2h k khh,2H,450000,55,Kerrostalo,1937,Uusimaa
3H 81m² Tähtikuja 2 Parainen,3H,159000,81,Rivitalo,1974,Varsinais-Suomi
3H 875m² Toikantie 70 Lemi,3H,245000,87,Omakotitalo,2003,Etelä-Karjala
4H 80m² Haapasaarentie 9 Helsinki,4H,227400,80,Kerrostalo,1965,Uusimaa
Hyvinkää Kirjavatolppa Rauhankatu 29 4HKS,4H,377000,86,Rivitalo,2022,Uusimaa
3H 136m² Joukamontie 27 A Kuusamo,3H,275000,136,Omakotitalo,2012,Pohjois-Pohjanmaa
Sysmä keskusta Sahantie 7 3h k kph wc s teras,3H,108000,78,Rivitalo,1990,Päijät-Häme
2H 585m² Tolkkilankatu 10 A Kouvola,2H,25000,58,Kerrostalo,1974,Kymenlaakso
4H 103m² Poutapolku 5 Kouvola,4H,105000,103,Omakotitalo,1981,Kymenlaakso
2H 565m² Rypysuontie 53 C Kuopio,2H,55000,56,Kerrostalo,1975,Pohjois-Savo
Orimattila Vehkaoja Vehkaojantie 58 3h k kph s,3H,249000,102,Omakotitalo,1949,Päijät-Häme
Valkeakoski keskusta Sääksmäentie 1719 1h kk kp,1H,44000,26,Kerrostalo,1957,Pirkanmaa
1H 39m² Kaarikatu 16 Iisalmi,1H,37000,39,Rivitalo,1982,Pohjois-Savo
3H 647m² Ainontie 2 Keuruu,3H,32000,64,Kerrostalo,1961,Keski-Suomi
2H 56m² Liisantie 1 B Oulu,2H,83000,56,Kerrostalo,1970,Pohjois-Pohjanmaa
2H 585m² Lahdenkatu 41 Lahti,2H,19080,58,Kerrostalo,1998,Päijät-Häme
2H 615m² Pursitie 9 C Joensuu,2H,59000,61,Kerrostalo,1977,Pohjois-Karjala
4H 90m² Sysimönkatu 3 F Kemi,4H,99000,90,Rivitalo,1993,Lappi
Helsinki Kannelmäki Kantelettarentie 8 2h kk,2H,179000,38,Kerrostalo,1959,Uusimaa
2H 47m² Schaumanin puistotie 27 Jyväskylä,2H,19186,47,Kerrostalo,2003,Keski-Suomi
3H 105m² Seppälänsalontie 6 Petäjävesi,3H,169000,105,Omakotitalo,2007,Keski-Suomi
3H 74m² Piiluvankatu 35 A Lappeenranta,3H,59000,74,Kerrostalo,1973,Etelä-Karjala
5H 1325m² Pohjantähdenkatu 15 Nokia,5H,375000,132,Omakotitalo,2022,Pirkanmaa
5H 137m² Rannankankaantie 4 Virolahti,5H,495000,137,Omakotitalo,2014,Kymenlaakso
4H 130m² Kruununkatu 54 Hyvinkää,4H,239000,130,Omakotitalo,1948,Uusimaa
1H 45m² Itsenäisyydenkatu 13 B Lappeenranta,1H,56000,45,Kerrostalo,1954,Etelä-Karjala
Helsinki Pukinmäki Isonkaivontie 7 3hks,3H,267000,79,Rivitalo,1982,Uusimaa
2H 595m² Korvenkatu 32 D Tampere,2H,139000,59,Kerrostalo,1972,Pirkanmaa
Tuusula Korkin alue Aromikuja 7 2hkphsvar,2H,189000,54,Kerrostalo,2005,Uusimaa
Turku Keskusta Mikonkatu 3 3h  k,3H,225000,62,Kerrostalo,1963,Varsinais-Suomi
3H 745m² Rosendalinrinki 3 a 26 Vantaa,3H,334000,74,Kerrostalo,2009,Uusimaa
8H 250m² Helavuorentie 2 Lieto,8H,268000,250,Omakotitalo,1954,Varsinais-Suomi
2H 575m² Inkilänmäenkatu 25 A Kuopio,2H,62000,57,Kerrostalo,1975,Pohjois-Savo
2H 55m² Sammonkatu 7 A Äänekoski,2H,52000,55,Kerrostalo,1977,Keski-Suomi
3H 76m² Ansaritie 6 Jyväskylä,3H,34342,76,Kerrostalo,2013,Keski-Suomi
5H 165m² Kannistontie 48 Turku,5H,368000,165,Omakotitalo,1949,Varsinais-Suomi
3H 75m² Kolmenässänkuja 7 Hollola,3H,23465,75,Rivitalo,2003,Päijät-Häme
1H 365m² Vihurinkatu 11 A Tampere,1H,154500,36,Kerrostalo,2017,Pirkanmaa
3H 81m² Maarukankuja 9 Vantaa,3H,29856,81,Rivitalo,2001,Uusimaa
Mäntsälä KyläMaisala Myyrätie 2 4h k 3wc takka,4H,259000,126,Omakotitalo,1963,Uusimaa
3H 60m² Sofianlehdonkatu 7 Helsinki,3H,367000,60,Kerrostalo,1952,Uusimaa
2H 535m² Lepolankatu 5 Lahti,2H,65000,53,Kerrostalo,1974,Päijät-Häme
4H 84m² Karinkannantie 15 B Oulu,4H,177000,84,Rivitalo,1998,Pohjois-Pohjanmaa
3H 605m² Sofianlehdonkatu 11 D 21 Helsinki,3H,362000,60,Kerrostalo,1985,Uusimaa
2H 55m² Rusthollinkatu 6 C Turku,2H,169000,55,Kerrostalo,1965,Varsinais-Suomi
3H 95m² Susikuopankaari 5 Kouvola,3H,39000,95,Omakotitalo,1981,Kymenlaakso
3H 75m² Aulangontie 13 Hämeenlinna,3H,23776,75,Kerrostalo,1998,Kanta-Häme
2H 505m² Karjalantie 30 Lappeenranta,2H,58000,50,Kerrostalo,1952,Etelä-Karjala
2H 40m² Kotkankatu 12 C Kotka,2H,74000,40,Kerrostalo,1963,Kymenlaakso
Vantaa Pähkinärinne Pähkinärinteentie 42 3hkkph,3H,159000,79,Kerrostalo,1972,Uusimaa
2H 48m² Kallenkuja 4 Oulu,2H,77500,48,Kerrostalo,1981,Pohjois-Pohjanmaa
5H 127m² Sampaanalantie 35 c Rauma,5H,318000,127,Omakotitalo,2018,Satakunta
1H 33m² Karhuntie 23 Vaasa,1H,65000,33,Kerrostalo,1959,Pohjanmaa
2H 475m² Haukilahdenkatu 1 Espoo,2H,389000,47,Kerrostalo,2017,Uusimaa
3H 62m² Harmaalaakso 4 C 19 Espoo,3H,285000,62,Rivitalo,2023,Uusimaa
2H 646m² Tammistontie 12 B Naantali,2H,229000,64,Rivitalo,2014,Varsinais-Suomi
3H 835m² Dollinmäentie 21 B Mustasaari,3H,129000,83,Rivitalo,1987,Pohjanmaa
Lahti Möysä Möysänkatu 7 2h k kph s lasp,2H,89000,52,Kerrostalo,1966,Päijät-Häme
Kouvola Kaunisnurmi Ruotsulantie 33 1h k kph wc,1H,50000,36,Kerrostalo,1963,Kymenlaakso
2H 565m² Vernissaraitti 8 Tampere,2H,19387,56,Kerrostalo,1999,Pirkanmaa
6H 170m² Kauppatie 69 Konnevesi,6H,229000,170,Omakotitalo,1952,Keski-Suomi
6H 1495m² Ukkoskatu 3 Kaarina,6H,380000,149,Omakotitalo,2002,Varsinais-Suomi
2H 525m² RantaTampellan katu 2 A Tampere,2H,375800,52,Kerrostalo,2022,Pirkanmaa
2H 605m² Hallituskatu 11 A Tornio,2H,91500,60,Kerrostalo,1963,Lappi
5H 120m² Melatie 7 Joensuu,5H,145000,120,Omakotitalo,1968,Pohjois-Karjala
2H 595m² Kasöörinkatu 2 B Helsinki,2H,248000,59,Kerrostalo,1973,Uusimaa
4H 935m² Jukolantie 3 B Kouvola,4H,117000,93,Kerrostalo,1972,Kymenlaakso
Turku Kakolanmäki Michailowinkatu 9 3hktkhhs,3H,324000,66,Kerrostalo,2018,Varsinais-Suomi
4H 102m² Varhontie 13 Rauma,4H,119000,102,Rivitalo,1974,Satakunta
3H 935m² Mäkiraitti 2 Riihimäki,3H,199000,93,Rivitalo,2011,Kanta-Häme
2H 47m² Ansaritie 1 Jyväskylä,2H,25986,47,Kerrostalo,2020,Keski-Suomi
Kajaani Hetteenmäki Kannonkatu 20 4h k s,4H,139000,91,Rivitalo,1989,Kainuu
2H 40m² Visakoivunkuja 10 Jyväskylä,2H,139000,40,Kerrostalo,2017,Keski-Suomi
2H 38m² Seuratalontie 2 Pukkila,2H,40000,38,Omakotitalo,1950,Uusimaa
5H 135m² Ylhäisintie 8 Kaarina,5H,231000,135,Omakotitalo,1986,Varsinais-Suomi
6H 180m² Sipolantie 6 Kempele,6H,280000,180,Omakotitalo,1987,Pohjois-Pohjanmaa
3H 75m² Viljarinteenkatu 2 Lahti,3H,34092,75,Rivitalo,2016,Päijät-Häme
Vesilahti Koskenkylä Koskenranta 4 2h k kph s,2H,92000,65,Rivitalo,1987,Pirkanmaa
2H 575m² Keiteleentie 6 A Äänekoski,2H,29900,57,Kerrostalo,1972,Keski-Suomi
Helsinki Alppila Porvoonkatu 45 2havokkph,2H,318000,43,Kerrostalo,1927,Uusimaa
3H 555m² Rantakartanontie 3 Helsinki,3H,224000,55,Kerrostalo,1960,Uusimaa
Valkeakoski Roukko Asevelitie 9 45h k kphwc2x,5H,170000,95,Omakotitalo,1946,Pirkanmaa
5H 119m² Finnholmintie 1 Mustasaari,5H,169000,119,Omakotitalo,1980,Pohjanmaa
2H 60m² Järvelänkatu 1 I Äänekoski,2H,24000,60,Kerrostalo,1977,Keski-Suomi
Helsinki Alppila Viipurinkatu 9 2hkkkph,2H,229000,41,Kerrostalo,1936,Uusimaa
3H 66m² Uudenpellonkatu 2 Lahti,3H,28636,66,Kerrostalo,2017,Päijät-Häme
3H 775m² Sidoskuja 3 Tampere,3H,22854,77,Luhtitalo,1998,Pirkanmaa
Lahti Riihelä Erviänkatu 56 3h k kph wc piha,3H,109000,78,Rivitalo,1981,Päijät-Häme
2H 86m² Humalistonkatu 15a A Turku,2H,330000,86,Kerrostalo,1912,Varsinais-Suomi
4H 98m² Piranniementie 139 Rääkkylä,4H,140000,98,Omakotitalo,1996,Pohjois-Karjala
2H 62m² Kirjatyöntekijänkatu Helsinki,2H,498000,62,Kerrostalo,1927,Uusimaa
3H 85m² Hiisikuja 11 A 1 Helsinki,3H,350000,85,Rivitalo,2008,Uusimaa
2H 475m² Keskuskatu 1 Kotka,2H,84600,47,Kerrostalo,1965,Kymenlaakso
2H 50m² Tiilitehtaankatu 40 A Vaasa,2H,73000,50,Kerrostalo,1942,Pohjanmaa
